      500000    100.00    100.00      0.04      0.01
     1000000    100.00    100.00      0.04      0.01
     1500000    100.00    100.00      0.06      0.00
     2000000    100.00    100.00      0.09      0.01
     2500000    100.00    100.00      0.11      0.01
     3000000    100.00    100.00      0.13      0.01
     3500000    100.00    100.00      0.16      0.01
     4000000    100.00    100.00      0.19      0.01
     4500000    100.00    100.00      0.21      0.01
     5000000    100.00    100.00      0.23      0.01
     5500000    100.00    100.00      0.25      0.01
     6000000    100.00    100.00      0.28      0.01
     6500000    100.00    100.00      0.30      0.02
     7000000    100.00    100.00      0.32      0.02
     7500000    100.00    100.00      0.34      0.02
     8000000    100.00    100.00      0.37      0.02
     8500000    100.00    100.00      0.39      0.02
     9000000    100.00    100.00      0.42      0.02
     9500000    100.00    100.00      0.44      0.02
    10000000    100.00    100.00      0.47      0.02
    10500000    100.00    100.00      0.49      0.03
    11000000    100.00    100.00      0.52      0.03
    11500000    100.00    100.00      0.55      0.03
    12000000    100.00    100.00      0.58      0.03
    12500000    100.00    100.00      0.60      0.03
    13000000    100.00    100.00      0.63      0.03
    13500000    100.00    100.00      0.66      0.03
    14000000    100.00    100.00      0.68      0.03
    14500000    100.00    100.00      0.71      0.04
    15000000    100.00    100.00      0.74      0.04
    15500000    100.00    100.00      0.77      0.04
    16000000    100.00    100.00      0.79      0.04
    16500000    100.00    100.00      0.82      0.04
    17000000    100.00    100.00      0.85      0.04
    17500000    100.00    100.00      0.87      0.04
    18000000    100.00    100.00      0.89      0.04
    18500000    100.00    100.00      0.92      0.05
    19000000    100.00    100.00      0.94      0.05
    19500000    100.00    100.00      0.97      0.05
    20000000    100.00    100.00      0.98      0.05
    20500000    100.00    100.00      1.01      0.05
    21000000    100.00    100.00      1.03      0.05
    21500000    100.00    100.00      1.06      0.05
    22000000    100.00    100.00      1.08      0.05
    22500000    100.00    100.00      1.11      0.06
    23000000    100.00    100.00      1.12      0.06
    23500000    100.00    100.00      1.15      0.06
    24000000    100.00    100.00      1.17      0.06
    24500000    100.00    100.00      1.20      0.06
    25000000    100.00    100.00      1.22      0.06
    25500000    100.00    100.00      1.25      0.06
    26000000    100.00    100.00      1.27      0.06
    26500000    100.00    100.00      1.29      0.06
    27000000    100.00    100.00      1.32      0.07
    27500000    100.00    100.00      1.34      0.07
    28000000    100.00    100.00      1.37      0.07
    28500000    100.00    100.00      1.39      0.07
    29000000    100.00    100.00      1.42      0.07
