     52000    100.00      0.46      0.00      0.00
     53000    100.00      0.48      0.00      0.00
     54000    100.00      0.50      0.00      0.00
     55000    100.00      0.51      0.00      0.00
     56000    100.00      0.53      0.00      0.00
     57000    100.00      0.56      0.00      0.00
     58000    100.00      0.57      0.00      0.00
     59000    100.00      0.59      0.00      0.00
     60000    100.00      0.61      0.00      0.00
     61000    100.00      0.63      0.00      0.00
     62000    100.00      0.65      0.00      0.00
     63000    100.00      0.67      0.00      0.00
     64000    100.00      0.70      0.00      0.00
     65000    100.00      0.72      0.00      0.00
     66000    100.00      0.74      0.00      0.00
     67000    100.00      0.76      0.00      0.00
     68000    100.00      0.79      0.00      0.00
     69000    100.00      0.81      0.00      0.00
     70000    100.00      0.83      0.00      0.00
     71000    100.00      0.86      0.00      0.00
     72000    100.00      0.88      0.00      0.00
     73000    100.00      0.91      0.00      0.00
     74000    100.00      0.93      0.00      0.00
     75000    100.00      1.19      0.00      0.00
     76000    100.00      0.98      0.00      0.00
     77000    100.00      1.01      0.00      0.00
     78000    100.00      1.04      0.00      0.00
     79000    100.00      1.06      0.00      0.00
     80000    100.00      1.09      0.00      0.00
     81000    100.00      1.12      0.00      0.00
     82000    100.00      1.15      0.00      0.00
     83000    100.00      1.18      0.00      0.00
     84000    100.00      1.21      0.00      0.00
     85000    100.00      1.24      0.00      0.00
     86000    100.00      1.26      0.00      0.00
     87000    100.00      1.30      0.00      0.00
     88000    100.00      1.67      0.00      0.00
     89000    100.00      1.36      0.00      0.00
     90000    100.00      1.39      0.00      0.00
     91000    100.00      1.42      0.00      0.00
     92000    100.00      1.45      0.00      0.00
     93000    100.00      1.48      0.00      0.00
     94000    100.00      1.51      0.00      0.00
     95000    100.00      1.55      0.00      0.00
     96000    100.00      1.58      0.00      0.00
     97000    100.00      1.61      0.00      0.00
     98000    100.00      2.00      0.00      0.00
     99000    100.00      1.68      0.00      0.00
    100000    100.00      1.71      0.00      0.00
    101000    100.00      1.75      0.00      0.00
    102000    100.00      1.78      0.00      0.00
    103000    100.00      1.82      0.00      0.00
    104000    100.00      1.85      0.00      0.00
    105000    100.00      1.89      0.00      0.00
    106000    100.00      1.92      0.00      0.00
    107000    100.00      1.96      0.00      0.00
    108000    100.00      2.01      0.00      0.00
    109000    100.00      2.54      0.00      0.00
    110000    100.00      2.08      0.00      0.00
    111000    100.00      2.11      0.00      0.00
    112000    100.00      2.15      0.00      0.00
    113000    100.00      2.19      0.00      0.00
    114000    100.00      2.23      0.00      0.00
    115000    100.00      2.27      0.00      0.00
    116000    100.00      2.31      0.00      0.00
    117000    100.00      2.35      0.00      0.00
    118000    100.00      2.39      0.00      0.00
    119000    100.00      2.43      0.00      0.00
    120000    100.00      2.47      0.00      0.00
    121000    100.00      2.52      0.00      0.00
    122000    100.00      2.56      0.00      0.00
    123000    100.00      2.60      0.00      0.00
    124000    100.00      2.64      0.00      0.00
    125000    100.00      2.69      0.00      0.00
    126000    100.00      2.73      0.00      0.00
    127000    100.00      2.77      0.00      0.00
    128000    100.00      2.82      0.00      0.00
    129000    100.00      2.86      0.00      0.00
    130000    100.00      3.65      0.00      0.00
    131000    100.00      2.95      0.00      0.00
    132000    100.00      3.00      0.00      0.00
    133000    100.00      3.05      0.00      0.00
    134000    100.00      3.09      0.00      0.00
    135000    100.00      3.14      0.00      0.00
    136000    100.00      3.18      0.00      0.00
    137000    100.00      3.23      0.00      0.00
    138000    100.00      3.28      0.00      0.00
    139000    100.00      3.33      0.00      0.00
    140000    100.00      3.38      0.00      0.00
    141000    100.00      3.43      0.00      0.00
    142000    100.00      3.48      0.00      0.00
    143000    100.00      3.52      0.00      0.00
    144000    100.00      3.58      0.00      0.00
    145000    100.00      3.62      0.00      0.00
    146000    100.00      3.68      0.00      0.00
    147000    100.00      3.73      0.00      0.00
    148000    100.00      3.78      0.00      0.00
    149000    100.00      3.83      0.00      0.00
    150000    100.00      3.88      0.00      0.00
    151000    100.00      3.93      0.00      0.00
    152000    100.00      5.07      0.00      0.00
    153000    100.00      4.04      0.00      0.00
    154000    100.00      4.09      0.00      0.00
    155000    100.00      4.15      0.00      0.00
    156000    100.00      4.20      0.00      0.00
    157000    100.00      4.25      0.00      0.00
    158000    100.00      4.31      0.00      0.00
    159000    100.00      4.36      0.00      0.00
    160000    100.00      4.42      0.00      0.00
    161000    100.00      4.47      0.00      0.00
    162000    100.00      4.53      0.00      0.00
    163000    100.00      4.59      0.00      0.00
    164000    100.00      4.64      0.00      0.00
    165000    100.00      4.70      0.00      0.00
    166000    100.00      4.75      0.01      0.00
    167000    100.00      4.81      0.00      0.00
    168000    100.00      4.87      0.00      0.00
    169000    100.00      4.93      0.00      0.00
    170000    100.00      4.99      0.00      0.00
    171000    100.00      5.05      0.00      0.00
    172000    100.00      5.10      0.00      0.00
    173000    100.00      5.16      0.00      0.00
    174000    100.00      5.22      0.01      0.00
    175000    100.00      5.29      0.00      0.00
    176000    100.00      5.34      0.00      0.00
    177000    100.00      5.41      0.00      0.00
    178000    100.00      5.47      0.01      0.00
    179000    100.00      5.53      0.01      0.00
    180000    100.00      5.59      0.01      0.00
    181000    100.00      5.65      0.00      0.00
    182000    100.00      7.34      0.01      0.00
    183000    100.00      5.78      0.00      0.00
    184000    100.00      5.84      0.01      0.00
    185000    100.00      5.90      0.01      0.00
    186000    100.00      5.97      0.00      0.00
    187000    100.00      6.04      0.01      0.00
    188000    100.00      6.10      0.01      0.00
    189000    100.00      6.16      0.01      0.00
    190000    100.00      6.23      0.01      0.00
    191000    100.00      6.29      0.00      0.00
    192000    100.00      6.36      0.01      0.00
    193000    100.00      6.43      0.01      0.00
    194000    100.00      6.49      0.01      0.00
    195000    100.00      6.55      0.01      0.00
    196000    100.00      6.62      0.01      0.00
    197000    100.00      6.68      0.01      0.00
    198000    100.00      6.75      0.01      0.00
    199000    100.00      6.82      0.01      0.00
    200000    100.00      6.90      0.01      0.00
